ages,depths_real
1398,71.23749858
1399,71.27741103
1400,71.31732348
1401,71.35723593
1402,71.39714839
1403,71.43702349
1404,71.47689572
1405,71.51676795
1406,71.55664018
1407,71.5965124
1408,71.63634803
1409,71.67618014
1410,71.71601226
1411,71.75584437
1412,71.79567648
1413,71.83547293
1414,71.87526504
1415,71.91505714
1416,71.95484925
1417,71.99464136
1418,72.03439893
1419,72.07415113
1420,72.11390334
1421,72.15365554
1422,72.19340774
1423,72.23312675
1424,72.27283916
1425,72.31255156
1426,72.35226397
1427,72.39197638
1428,72.43165712
1429,72.47132984
1430,72.51100257
1431,72.55067529
1432,72.59034801
1433,72.62999078
1434,72.66962393
1435,72.70925707
1436,72.74889021
1437,72.78852335
1438,72.82812844
1439,72.8677221
1440,72.90731576
1441,72.94690942
1442,72.98650309
1443,73.0260708
1444,73.06562509
1445,73.10517937
1446,73.14473366
1447,73.18428795
1448,73.22381858
1449,73.2633336
1450,73.30284863
1451,73.34236365
1452,73.38187868
1453,73.4213725
1454,73.46084836
1455,73.50032422
1456,73.53980009
1457,73.57927595
1458,73.61873326
1459,73.65817006
1460,73.69760686
1461,73.73704367
1462,73.77648047
1463,73.81590155
1464,73.8552994
1465,73.89469725
1466,73.9340951
1467,73.97349295
1468,74.01287809
1469,74.05223709
1470,74.09159609
1471,74.1309551
1472,74.1703141
1473,74.20966358
1474,74.24898383
1475,74.28830408
1476,74.32762434
1477,74.36694459
1478,74.40625869
1479,74.4455403
1480,74.48482191
1481,74.52410352
1482,74.56338513
1483,74.60266412
1484,74.64190719
1485,74.68115026
1486,74.72039333
1487,74.7596364
1488,74.79887947
1489,74.8380852
1490,74.87728983
1491,74.91649446
1492,74.9556991
1493,74.99490373
1494,75.03407501
1495,75.0732413
1496,75.1124076
1497,75.15157389
1498,75.19074019
1499,75.22987729
1500,75.26900535
1501,75.30813342
1502,75.34726148
1503,75.38638955
1504,75.42549274
1505,75.46458268
1506,75.50367261
1507,75.54276255
1508,75.58185248
1509,75.62092204
1510,75.65997394
1511,75.69902585
1512,75.73807775
1513,75.77712966
1514,75.81616585
1515,75.85517982
1516,75.8941938
1517,75.93320778
1518,75.97222175
1519,76.01122484
1520,76.05020099
1521,76.08917714
1522,76.12815329
1523,76.16712944
1524,76.20609968
1525,76.24503811
1526,76.28397654
1527,76.32291497
1528,76.36185339
1529,76.40079106
1530,76.43969186
1531,76.47859267
1532,76.51749347
1533,76.55639428
1534,76.59529508
1535,76.63416291
1536,76.67302619
1537,76.71188948
1538,76.75075276
1539,76.78961605
