ages,depths_real
1283,58.74474
1284,58.78244
1285,58.82014
1286,58.85784
1287,58.89546
1288,58.93276
1289,58.97006
1290,59.00736
1291,59.04466
1292,59.08196
1293,59.11926
1294,59.15656
1295,59.19386
1296,59.23116
1297,59.26836
1298,59.30516
1299,59.34196
1300,59.37876
1301,59.41556
1302,59.45236
1303,59.48916
1304,59.52596
1305,59.56276
1306,59.59956
1307,59.63654
1308,59.67424
1309,59.71194
1310,59.74964
1311,59.78734
1312,59.82504
1313,59.86274
1314,59.90044
1315,59.93814
1316,59.97584
1317,60.01334
1318,60.05004
1319,60.08674
1320,60.12344
1321,60.16014
1322,60.19684
1323,60.23354
1324,60.27024
1325,60.30694
1326,60.34364
1327,60.38002
1328,60.41512
1329,60.45022
1330,60.48532
1331,60.52042
1332,60.55552
1333,60.59062
1334,60.62572
1335,60.66082
1336,60.69592
1337,60.73098
1338,60.76588
1339,60.80078
1340,60.83568
1341,60.87058
1342,60.90548
1343,60.94038
1344,60.97528
1345,61.01018
1346,61.04508
1347,61.07998
1348,61.11488
1349,61.14978
1350,61.18468
1351,61.21958
1352,61.25448
1353,61.28938
1354,61.32428
1355,61.35918
1356,61.39408
1357,61.42898
1358,61.46388
1359,61.49878
1360,61.53368
1361,61.56858
1362,61.60348
1363,61.63838
1364,61.67328
1365,61.70818
1366,61.74308
1367,61.77798
1368,61.81288
1369,61.84778
1370,61.88268
1371,61.91758
1372,61.95248
1373,61.98738
1374,62.02228
1375,62.05718
1376,62.09208
1377,62.12698
1378,62.16188
1379,62.19678
1380,62.23168
1381,62.26658
1382,62.30148
1383,62.33638
1384,62.37128
1385,62.40618
1386,62.44108
1387,62.476
1388,62.511
1389,62.546
1390,62.581
1391,62.616
1392,62.651
1393,62.686
1394,62.721
1395,62.756
1396,62.791
1397,62.82604
1398,62.86124
1399,62.89644
1400,62.93164
1401,62.96684
1402,63.00204
1403,63.03724
1404,63.07244
1405,63.10764
1406,63.14284
1407,63.17806
1408,63.21336
1409,63.24866
1410,63.28396
1411,63.31926
1412,63.35456
1413,63.38986
1414,63.42516
1415,63.46046
1416,63.49576
1417,63.53148
1418,63.56888
1419,63.60628
1420,63.64368
1421,63.68108
1422,63.71848
1423,63.75588
1424,63.79328
1425,63.83068
1426,63.86808
1427,63.90494
1428,63.93964
1429,63.97434
1430,64.00904
1431,64.04374
1432,64.07844
1433,64.11314
1434,64.14784
1435,64.18254
1436,64.21724
1437,64.2514
1438,64.2834
1439,64.3154
1440,64.3474
1441,64.3794
1442,64.4114
1443,64.4434
1444,64.4754
1445,64.5074
1446,64.5394
1447,64.57154
1448,64.60424
1449,64.63694
1450,64.66964
1451,64.70234
1452,64.73504
1453,64.76774
1454,64.80044
1455,64.83314
1456,64.86584
1457,64.89882
1458,64.93292
1459,64.96702
1460,65.00112
1461,65.03522
1462,65.06932
1463,65.10342
1464,65.13752
1465,65.17162
1466,65.20572
1467,65.24152
1468,65.28412
1469,65.32672
1470,65.36932
1471,65.41192
1472,65.45452
1473,65.49712
1474,65.53972
1475,65.58232
1476,65.62492
1477,65.6671
1478,65.7076
1479,65.7481
1480,65.7886
1481,65.8291
1482,65.8696
1483,65.9101
1484,65.9506
1485,65.9911
1486,66.0316
1487,66.07184
1488,66.11104
1489,66.15024
1490,66.18944
1491,66.22864
1492,66.26784
1493,66.30704
1494,66.34624
1495,66.38544
1496,66.42464
1497,66.46358
1498,66.50148
1499,66.53938
1500,66.57728
1501,66.61518
1502,66.65308
1503,66.69098
1504,66.72888
1505,66.76678
1506,66.80468
1507,66.8419
1508,66.8764
1509,66.9109
1510,66.9454
1511,66.9799
1512,67.0144
1513,67.0489
1514,67.0834
1515,67.1179
1516,67.1524
1517,67.18678
1518,67.22068
1519,67.25458
1520,67.28848
1521,67.32238
1522,67.35628
1523,67.39018
1524,67.42408
1525,67.45798
1526,67.49188
1527,67.52558
1528,67.55848
1529,67.59138
1530,67.62428
1531,67.65718
1532,67.69008
1533,67.72298
1534,67.75588
1535,67.78878
1536,67.82168
1537,67.85462
1538,67.88772
1539,67.92082
1540,67.95392
1541,67.98702
1542,68.02012
1543,68.05322
1544,68.08632
1545,68.11942
1546,68.15252
1547,68.18564
1548,68.21884
1549,68.25204
1550,68.28524
1551,68.31844
1552,68.35164
1553,68.38484
1554,68.41804
1555,68.45124
1556,68.48444
1557,68.51768
1558,68.55108
1559,68.58448
1560,68.61788
1561,68.65128
1562,68.68468
1563,68.71808
1564,68.75148
1565,68.78488
1566,68.81828
1567,68.85204
1568,68.88724
1569,68.92244
1570,68.95764
1571,68.99284
1572,69.02804
1573,69.06324
1574,69.09844
1575,69.13364
1576,69.16884
1577,69.20448
1578,69.24188
1579,69.27928
1580,69.31668
